Netherlands, 2001, 321.0, 1
Netherlands, 2002, 234.0, 1
Netherlands, 2003, 372.0, 1
Netherlands, 2004, 186.0, 1
Netherlands, 2005, 212.0, 1
Netherlands, 2006, 315.0, 1
Netherlands, 2007, 619.0, 1
Netherlands, 2008, 422.0, 1
Netherlands, 2009, 527.0, 1
Netherlands, 2010, 763.0, 1
Netherlands, 2011, 536.0, 1
Netherlands, 2012, 346.0, 1
Netherlands, 2013, 256.0, 1
Netherlands, 2014, 390.0, 1
нннннннннннннннннн, 1999, 38.0, 1
нннннннннннннннннн, 2000, 99.0, 1
нннннннннннннннннн, 2001, 103.0, 1
нннннннннннннннннн, 2002, 116.0, 1
нннннннннннннннннн, 2003, 43.0, 1
нннннннннннннннннн, 2004, 12.0, 1
нннннннннннннннннн, 2005, 3.0, 1
нннннннннннннннннн, 2006, 2.0, 1
нннннннннннннннннн, 2007, 0.0, 1
нннннннннннннннннн, 2008, 0.0, 1
нннннннннннннннннн, 2009, 9.0, 1
нннннннннннннннннн, 2010, 1.0, 1
нннннннннннннннннн, 2011, 16.0, 1
нннннннннннннннннн, 2012, 3.0, 1
нннннннннннннннннн, 2013, 10.0, 1
Italy, 2001, 2.0, 1
Italy, 2002, 1.0, 1
Italy, 2003, 0.0, 1
Italy, 2004, 0.0, 1
Italy, 2005, 0.0, 1
Italy, 2006, 0.0, 1
Italy, 2007, 0.0, 1
Italy, 2008, 0.0, 1
Italy, 2009, 0.0, 1
Italy, 2010, 0.0, 1
Italy, 2011, 2.0, 1
Italy, 2012, 0.0, 1
Italy, 2013, 28.0, 1
Italy, 2014, 4.0, 1
Hungary, 1999, 2.0, 1
Hungary, 2000, 1.0, 1
Hungary, 2001, 0.0, 1
Hungary, 2002, 0.0, 1
Hungary, 2003, 0.0, 1
Hungary, 2004, 3.0, 1
Hungary, 2005, 2.0, 1
Hungary, 2006, 2.0, 1
Greece, 2011, 15.0, 1
Greece, 2012, 22.0, 1
Greece, 2013, 5.0, 1
Greece, 2014, 2.0, 1
France, 1996, 8.0, 1
France, 1997, 4.0, 1
France, 1998, 0.0, 1
France, 1999, 0.0, 1
France, 2000, 0.0, 1
France, 2001, 0.0, 1
France, 2002, 0.0, 1
France, 2003, 62.0, 1
France, 2004, 100.0, 1
France, 2005, 75.0, 1
France, 2006, 33.0, 1
France, 2007, 20.0, 1
France, 2008, 58.0, 1
France, 2009, 115.0, 1
France, 2010, 87.0, 1
France, 2011, 55.0, 1
France, 2012, 62.0, 1
France, 2013, 102.0, 1
France, 2014, 119.0, 1
Finland, 1995, 3.0, 1
Finland, 1996, 0.0, 1
Finland, 1997, 0.0, 1
Finland, 1998, 0.0, 1
Finland, 1999, 0.0, 1
Finland, 2000, 0.0, 1
Finland, 2001, 0.0, 1
Finland, 2002, 0.0, 1
Finland, 2003, 0.0, 1
Finland, 2004, 0.0, 1
Finland, 2005, 0.0, 1
Finland, 2006, 0.0, 1
Finland, 2007, 21.0, 1
Finland, 2008, 39.0, 1
Finland, 2009, 13.0, 1
Finland, 2010, 9.0, 1
Czechia, 1995, 7.0, 1
Czechia, 1998, 1.0, 1
Belgium, 2009, 45.0, 1
Belgium, 2010, 22.0, 1
Belgium, 2011, 25.0, 1
Belgium, 2012, 35.0, 1
Belgium, 2013, 0.0, 1
Belgium, 2014, 0.0, 1
Austria, 1995, 17.0, 1
Austria, 1996, 5.0, 1
